Год,Направление,Уровень безработицы,Уровень инфляции,Вступительный балл,Пол,Образовательные специальные потребности,Предыдущее образование (оценка),Перемещенный,Возраст при зачислении,Международный статус,ВВП,Дневная/вечерняя форма обучения,Возраст группа,Возраст код
2023.0,4.981241597455462,10.83001344407126,1.3831174377099158,128.0,1,0,120.0,0,31,0,1.7409379201272268,0,31-35,3
2024.0,4.7528486558822065,11.19544215058847,1.1775637902939855,120.0,1,0,135.0,0,28,0,1.7523575672058898,0,26-30,2
2023.0,4.450690228519896,13.398520165451469,0.46479293144403117,131.0,0,0,132.0,0,39,0,0.6949707281515055,0,36-70,4
2022.0,5.0,10.212005297816802,2.194108469731222,120.0,1,0,110.0,0,35,0,1.7111716837827533,0,36-70,4
2022.0,5.0,9.4,-0.8,120.0,0,0,150.0,0,43,0,-3.12,0,36-70,4
2024.0,5.0,10.87881628306839,1.1898232451509576,146.0,0,0,133.0,0,23,0,1.8135618641971647,0,21-25,1
2023.0,5.0,9.4,-0.8,120.0,0,0,120.0,0,37,0,-3.12,0,36-70,4
2024.0,4.0,7.6,2.6,100.0,0,0,100.0,0,45,0,0.32,0,36-70,4
2023.0,4.0,8.9,1.4,116.0,0,0,100.0,0,37,0,3.51,0,36-70,4
2024.0,4.0,10.386083641742522,0.7495600084525322,127.0,0,0,139.0,0,37,0,0.3031189277633215,0,36-70,4
2023.0,4.696561402144046,7.6,2.6,128.0,0,0,128.0,0,29,0,0.32,0,26-30,2
2024.0,5.0,14.495766587622121,2.2073376582687922,140.0,1,0,130.0,0,26,0,-3.9052492774368512,0,26-30,2
2024.0,5.0,8.46709650276032,0.9621510503416177,140.0,0,0,140.0,0,36,0,-1.337117760830834,0,36-70,4
2023.0,4.443903832319911,9.379507736576283,1.9326845987838939,140.0,0,0,140.0,0,31,0,1.1096565581057256,0,31-35,3
2024.0,4.329967462192434,10.8,1.4,120.0,0,0,147.0,0,42,0,1.74,0,36-70,4
2023.0,5.0,9.394715882889816,-0.7767498847151897,150.0,0,0,133.0,0,27,0,-3.049932607118957,0,26-30,2
2023.0,4.0,10.8,1.4,144.0,1,0,133.0,0,41,0,1.74,0,36-70,4
2022.0,5.0,10.853147362678234,-0.5649320442726388,119.0,1,0,150.0,0,26,0,-2.6498640885452778,0,26-30,2
2024.0,4.0,7.6,2.6,115.0,0,0,130.0,0,44,0,0.32,0,36-70,4
2023.0,4.0,10.001782537640418,0.14565827343494187,116.0,0,0,116.0,0,22,0,-1.0309549050482647,0,21-25,1
2024.0,5.0,15.5,2.8,140.0,1,0,130.0,0,26,0,-4.06,0,26-30,2
2023.0,4.088040415800367,10.632723209979304,1.4,140.0,0,0,140.0,0,29,0,1.8958315359666493,0,26-30,2
2023.0,4.014196340549695,13.882964391340366,-0.24321463780121944,132.0,0,0,136.0,0,22,0,0.7546511120312596,0,21-25,1
2022.0,5.0,8.938456550141906,0.07180429417640222,121.0,0,0,150.0,0,44,0,-2.2379391847156405,0,36-70,4
2023.0,5.0,9.4,-0.8,131.0,0,0,163.0,0,29,0,-3.12,0,26-30,2
2024.0,5.0,10.8,1.4,156.0,1,0,120.0,1,33,0,1.74,0,31-35,3
2024.0,5.0,10.193379219324097,-0.3317761984316805,150.0,1,0,133.0,0,47,0,-3.2422584370761722,0,36-70,4
2023.0,5.0,11.582356768068603,0.7668516464446111,128.0,1,0,161.0,0,25,0,0.6170964573003561,0,26-30,2
2022.0,4.0,9.4,-0.8,126.0,0,0,133.0,0,27,0,-3.12,0,26-30,2
2023.0,5.0,9.4,-0.8,124.0,1,0,130.0,0,31,0,-3.12,0,31-35,3
2022.0,4.0123404076587486,10.8,1.4,113.0,0,0,133.0,0,30,0,1.74,0,31-35,3
2023.0,4.0,9.408089029097004,1.4,134.0,0,0,131.0,0,34,0,3.036674957104369,0,31-35,3
2023.0,5.0,9.346277125201304,1.2377174090177077,118.0,0,0,120.0,0,27,0,3.207748674295481,0,26-30,2
2023.0,4.95192103151355,9.4,-0.8,132.0,0,0,110.0,0,37,0,-3.12,0,36-70,4
2023.0,4.2601321733995965,14.316211477439355,0.5064097375387493,157.0,0,0,160.0,0,32,0,-0.4716410409880427,0,31-35,3
2024.0,4.0,13.775972876698745,0.4275803749105923,140.0,0,0,133.0,0,48,0,0.8087140800385256,0,36-70,4
2022.0,5.0,14.643722168405741,3.0752321601552977,125.0,0,0,140.0,0,28,0,-3.338280113370553,0,26-30,2
2024.0,4.0,12.048349270771048,3.5594478819310105,119.0,0,0,126.0,0,19,0,-1.4418952013642192,0,16-20,0
2024.0,5.0,9.4,-0.8,140.0,0,0,140.0,0,41,0,-3.12,0,36-70,4
2023.0,4.492610234914843,8.513301577153282,0.8748747987104657,109.0,0,0,136.0,0,31,0,-1.4254207918929402,0,31-35,3
2024.0,4.0,7.8792478105186605,2.0725319134647515,110.0,0,0,110.0,0,37,0,-0.21367359343566372,0,36-70,4
2023.0,5.0,10.949434288744747,1.3128649391973821,148.0,0,0,150.0,0,32,0,-2.453273730297715,0,31-35,3
2023.0,5.0,8.4152399264817,1.0601023610901232,120.0,0,0,130.0,0,28,0,-1.2380140817205811,0,26-30,2
2022.0,5.0,11.576716847437812,0.7117013820874197,130.0,1,0,148.0,0,29,0,2.1945848635448466,0,26-30,2
2023.0,5.0,10.006020406426542,1.4,135.0,0,0,142.0,0,21,0,2.479654674013169,0,21-25,1
2024.0,5.0,8.713789738673809,0.4961749380605829,135.0,0,0,161.0,0,23,0,-1.808575945021057,0,21-25,1
2023.0,5.0,13.093435628208267,1.3797325018934032,126.0,0,0,114.0,0,43,0,-3.6891523754943885,0,36-70,4
2023.0,5.0,10.266901031434813,1.4332307987472692,140.0,1,0,139.0,0,25,0,1.1367384408769117,0,26-30,2
2023.0,4.0,11.292027049547453,1.9956116915574431,107.0,0,0,100.0,0,38,0,0.8491720787140852,0,36-70,4
2023.0,5.0,7.6,2.6,120.0,0,0,133.0,0,38,0,0.32,0,36-70,4
2022.0,4.9892177539577505,13.8698097110817,-0.2902959785619751,122.0,0,0,133.0,0,31,0,0.8032621626319674,0,31-35,3
2022.0,5.0,16.2,0.3,115.0,1,0,130.0,0,25,0,-0.92,0,26-30,2
2022.0,4.044509039276171,10.715432825375276,1.4,97.0,0,0,133.0,0,35,0,1.8187809995188233,0,36-70,4
2023.0,4.0,15.609087541152174,0.14584892377882808,122.0,0,0,136.0,0,20,0,-0.4806694327696599,0,21-25,1
2023.0,4.0,11.364101781109282,2.0828600508164987,116.0,0,0,120.0,0,19,0,0.7186788805179323,0,16-20,0
2023.0,5.0,12.328036671378669,0.5404793723494983,146.0,0,0,150.0,0,29,0,1.7877511459805835,0,26-30,2
2024.0,4.0,7.6,2.6,115.0,0,0,127.0,0,44,0,0.32,0,36-70,4
2023.0,4.0,15.5,2.8,104.0,0,0,140.0,0,29,0,-4.06,0,26-30,2
2023.0,4.4262977174034255,7.6,2.6,131.0,0,0,123.0,0,30,0,0.32,0,31-35,3
2023.0,5.0,10.8,1.4,130.0,0,0,130.0,0,25,0,1.74,0,26-30,2
2023.0,4.0,12.094701976456745,2.874593604259198,142.0,0,0,150.0,0,39,0,-1.9604615737670976,0,36-70,4
2023.0,4.0,9.752529472471235,-0.24602511468806076,99.0,0,0,133.0,0,36,0,-1.896219116992716,0,36-70,4
2023.0,5.0,10.8,1.4,141.0,0,0,121.0,0,29,0,1.74,0,26-30,2
2022.0,5.0,9.4,-0.8,120.0,1,0,150.0,0,25,0,-3.12,0,26-30,2
2022.0,4.4367578178470755,9.970160146090558,1.4,151.0,0,0,151.0,0,41,0,2.5130613375893227,0,36-70,4
2024.0,5.0,12.4,0.5,113.0,0,0,133.0,0,33,0,1.79,0,31-35,3
2023.0,5.0,8.28080412743802,1.3140366481726278,129.0,0,0,110.0,0,35,0,-0.9810923324371059,0,36-70,4
2022.0,4.362431322615829,9.4,-0.8,108.0,0,0,133.0,0,25,0,-3.12,0,26-30,2
2024.0,4.537041314741974,12.603715681277528,0.11666281673222317,147.0,1,0,131.0,0,34,0,1.3594391828673715,0,31-35,3
2024.0,4.451193191450724,11.978090893678841,2.3013011065027564,143.0,1,0,133.0,0,36,0,-0.021561327803307995,0,36-70,4
2023.0,4.802981301309104,8.230459835810867,2.3635775615709247,128.0,0,0,130.0,0,29,0,0.5997665521410727,0,26-30,2
2024.0,4.17424340164538,14.959845454899323,2.399240176215627,120.0,0,0,120.0,0,26,0,-3.0406761003745295,0,26-30,2
2023.0,5.0,12.7,3.7,107.0,1,0,120.0,0,47,0,-1.7,0,36-70,4
2022.0,5.0,13.960380300579684,3.2948777605279584,124.0,0,0,140.0,0,27,0,-2.7623205390600205,0,26-30,2
2024.0,4.153919509782905,7.8770551176092285,2.076673666738123,110.0,0,0,110.0,0,37,0,-0.20948311365319333,0,36-70,4
2024.0,5.0,12.072895081680725,0.6839965165545921,113.0,0,0,133.0,0,32,0,1.7797779713025226,0,31-35,3
2023.0,4.4960869746194,12.82660857258808,-0.24569567208134002,151.0,1,0,133.0,0,45,0,-2.0113913441626803,0,36-70,4
2023.0,4.844970853640102,10.454198195247312,-0.6294679390041116,126.0,1,0,120.0,0,43,0,-2.778935878008223,0,36-70,4
2022.0,4.825116063805138,7.6,2.6,111.0,0,0,133.0,0,48,0,0.32,0,36-70,4
2024.0,5.0,9.4,-0.8,120.0,0,0,120.0,0,36,0,-3.12,0,36-70,4
2023.0,4.512787993078086,9.4,-0.8,130.0,0,0,111.0,0,38,0,-3.12,0,36-70,4
2023.0,4.803112128224316,8.9,1.4,100.0,0,0,139.0,0,22,0,3.51,0,21-25,1
2023.0,5.0,13.383363261538666,0.873759335612494,126.0,0,0,133.0,0,26,0,0.4674543933902128,0,26-30,2
2023.0,4.588135259582504,13.853221273168987,3.3293217336242535,137.0,0,0,149.0,0,24,0,-2.67200078738529,0,21-25,1
2024.0,4.0,13.267336368219855,-0.3702959590866828,100.0,0,0,117.0,0,26,0,0.2402855999421406,0,26-30,2
2024.0,4.0,7.697267566753465,2.5102145537660325,136.0,0,0,141.0,0,23,0,0.558679644571964,0,21-25,1
2023.0,4.0,7.6,2.6,120.0,0,0,129.0,0,20,0,0.32,0,21-25,1
2023.0,5.0,16.06862832617294,0.7691845493823459,135.0,0,0,120.0,0,25,0,-1.5092957940242266,0,26-30,2
2022.0,5.0,8.997811377723561,1.4,152.0,0,0,130.0,0,27,0,3.4188809796996296,0,26-30,2
2024.0,5.0,12.36540353748108,1.866290415419896,150.0,0,0,150.0,0,24,0,-0.19177457816814059,0,21-25,1
2022.0,4.993317870776112,16.2,0.3,126.0,0,0,133.0,0,25,0,-0.92,0,26-30,2
2024.0,4.434580032392257,13.244855779732648,-0.17803803563148335,147.0,0,0,133.0,0,45,0,-1.8760760712629667,0,36-70,4
2023.0,4.01596848572087,7.726151037194871,2.603193697144174,158.0,0,0,110.0,0,44,0,0.25005803254259007,0,36-70,4
2022.0,4.0,8.764581054872878,2.1632821044226707,118.0,0,0,131.0,0,20,0,0.8367828430998396,0,21-25,1
2024.0,4.0,9.4,-0.8,140.0,0,0,150.0,1,24,0,-3.12,0,21-25,1
2024.0,5.0,12.7,3.7,123.0,1,0,150.0,0,27,0,-1.7,0,26-30,2
2023.0,4.877309736193036,9.4,-0.8,130.0,0,0,140.0,0,34,0,-3.12,0,31-35,3
2024.0,4.57184482696988,13.887962065637353,0.7709706903331317,117.0,0,0,133.0,0,49,0,0.21889276026011883,0,36-70,4
2024.0,4.525455649841444,8.283092344793877,1.9694532201902675,109.0,0,0,115.0,0,23,0,1.9962035229942054,0,21-25,1
2023.0,4.0,10.856625691720971,0.39957409906432984,131.0,0,0,133.0,0,38,0,1.2841506208504678,0,36-70,4
2022.0,4.757742842415233,7.6,2.6,119.0,0,0,130.0,0,20,0,0.32,0,21-25,1
2022.0,5.0,15.307021745368171,0.3469988555069383,101.0,0,0,133.0,0,24,0,-0.2831655078809858,0,21-25,1
2024.0,5.0,9.4,-0.8,130.0,0,0,140.0,0,31,0,-3.12,0,31-35,3
2022.0,5.0,14.07927721462108,3.2566608953003673,160.0,0,0,160.0,0,28,0,-2.862533652323481,0,26-30,2
2024.0,5.0,9.4,-0.8,120.0,0,0,120.0,1,23,0,-3.12,0,21-25,1
2023.0,5.0,9.074588545556374,2.0470292954163596,130.0,0,0,110.0,0,32,0,0.9743486670906412,0,31-35,3
2024.0,5.0,14.062768378351901,0.4124858748235842,138.0,0,0,140.0,0,27,0,0.6041836038595657,0,26-30,2
2024.0,4.159981168079302,9.4,-0.8,130.0,1,0,134.0,0,38,0,-3.12,0,36-70,4
2023.0,4.383772457977409,12.7,3.7,142.0,1,0,133.0,0,35,0,-1.7,0,36-70,4
2023.0,4.0,9.513180488180613,1.4,128.0,0,0,139.0,0,41,0,2.9387739662738497,0,36-70,4
2022.0,4.121495391087765,10.8,1.4,148.0,0,0,120.0,0,30,0,1.74,0,31-35,3
2022.0,4.0,9.146272194789894,2.02014792695379,117.0,0,0,129.0,0,21,0,1.0061582864380154,0,21-25,1
2023.0,4.793128537963057,10.8,1.4,120.0,0,0,149.0,0,40,0,1.74,0,36-70,4
2023.0,4.322989683176869,9.4,-0.8,110.0,0,0,110.0,0,41,0,-3.12,0,36-70,4
2024.0,5.0,10.8,1.4,126.0,0,0,133.0,0,26,0,1.74,0,26-30,2
2024.0,5.0,9.4,-0.8,113.0,0,0,110.0,0,38,0,-3.12,0,36-70,4
2022.0,4.326282151568947,13.509678875429426,1.6253842543517927,101.0,0,0,140.0,0,34,0,-3.75329477752519,0,31-35,3
2023.0,4.0,9.4,-0.8,130.0,0,0,130.0,0,45,0,-3.12,0,36-70,4
2024.0,4.0,8.652153406544215,1.9987694819747346,99.0,0,0,133.0,0,27,0,0.8310459403214758,0,26-30,2
2022.0,4.0,13.466953644930891,-0.06252296657500428,100.0,0,0,133.0,0,36,0,0.9227077539727917,0,36-70,4
2023.0,4.794182345317184,8.258616494985013,2.3530188143806203,117.0,0,0,140.0,0,29,0,0.6122610696495994,0,26-30,2
2023.0,4.190805196343259,11.1,0.6,120.0,0,0,133.0,0,30,0,2.02,0,31-35,3
2022.0,4.869681323343663,13.535107705362256,-0.1827131910092964,121.0,0,0,133.0,0,31,0,0.9502919722872949,0,31-35,3
2023.0,4.0,16.2,0.3,100.0,0,0,133.0,0,26,0,-0.92,0,26-30,2
2023.0,4.396807834385332,10.046065114667869,1.4,130.0,0,0,130.0,0,34,0,2.4423498668620383,0,31-35,3
2023.0,5.0,13.577349931703537,0.4380342141208664,139.0,0,0,139.0,0,26,0,0.95036360133774,0,26-30,2
2023.0,5.0,12.458586499762742,1.0621397870853673,153.0,0,0,140.0,0,26,0,0.9229925760427973,0,26-30,2
2024.0,4.0,15.5,2.8,120.0,0,0,120.0,0,27,0,-4.06,0,26-30,2
2024.0,5.0,13.564581070311004,-0.12110990416586814,112.0,1,0,132.0,0,26,0,1.013612619792665,0,26-30,2
2023.0,4.5070824240602665,10.8,1.4,115.0,0,0,120.0,0,25,0,1.74,0,26-30,2
2022.0,4.0,10.8,1.4,112.0,0,0,118.0,1,19,0,1.74,0,16-20,0
2022.0,5.0,8.1815145383301,2.3819320481262123,136.0,1,0,120.0,0,32,0,0.5780470763839822,0,31-35,3
2024.0,5.0,13.441963670423599,-0.15277403692187097,149.0,0,0,130.0,0,30,0,0.9912088162067763,0,31-35,3
2023.0,4.0,9.49066992805806,1.4,120.0,0,0,120.0,0,35,0,2.959744330177492,0,36-70,4
2024.0,5.0,7.6,2.6,109.0,0,0,143.0,0,30,0,0.32,0,31-35,3
2024.0,5.0,9.4,-0.8,117.0,0,0,110.0,0,39,0,-3.12,0,36-70,4
2023.0,4.271430864276053,13.025717037131264,2.6142765428957873,125.0,0,0,140.0,0,38,0,-1.0241371479526273,0,36-70,4
2023.0,4.0,10.896146898438257,3.310933644761193,118.0,0,0,127.0,0,19,0,-0.9855326931069174,0,16-20,0
2023.0,5.0,8.9,1.4,118.0,1,0,120.0,0,28,0,3.51,0,26-30,2
2022.0,4.0,12.7,3.7,119.0,0,0,126.0,0,19,0,-1.7,0,16-20,0
2023.0,5.0,11.800846459742813,2.473881536012927,122.0,1,0,150.0,0,26,0,-2.086908493080365,0,26-30,2
2023.0,5.0,12.4,0.5,148.0,0,0,150.0,0,29,0,1.79,0,26-30,2
2022.0,4.0,12.7,3.7,107.0,1,0,133.0,0,41,0,-1.7,0,36-70,4
2023.0,4.726457970998063,11.797311304293608,2.469060869491284,112.0,0,0,130.0,0,36,0,-2.0884296811827503,0,36-70,4
2022.0,4.0,8.06912304418763,2.7011834016875285,105.0,0,0,133.0,0,48,0,0.1341904805374481,0,36-70,4
2023.0,4.662697163532513,10.35793375977153,0.8698422691739891,120.0,0,0,120.0,0,26,0,2.5225812263365546,0,26-30,2
2022.0,4.0,9.698304797389227,1.109707346403917,120.0,0,0,120.0,0,24,0,2.9693299326772955,0,21-25,1
2024.0,5.0,9.4,-0.8,126.0,0,0,120.0,0,37,0,-3.12,0,36-70,4
2022.0,5.0,10.909190515711778,1.5321779927037316,155.0,1,0,140.0,0,35,0,1.5423076978692014,0,36-70,4
2024.0,4.0,7.6,2.6,120.0,0,0,120.0,1,30,0,0.32,0,31-35,3
2022.0,4.749109683465895,14.722240018744275,2.222952271971559,150.0,1,0,133.0,0,48,0,-2.592291648275487,0,36-70,4
2022.0,5.0,7.6,2.6,114.0,1,0,122.0,0,26,0,0.32,0,26-30,2
2024.0,4.0040063508993,7.6,2.6,115.0,0,0,130.0,0,43,0,0.32,0,36-70,4
2023.0,5.0,14.166447173187116,2.2754513174753725,122.0,0,0,129.0,0,28,0,-1.3731917728325853,0,26-30,2
2023.0,4.0,11.8024766830368,-0.5330581463292445,100.0,0,0,133.0,0,37,0,-1.0325147042946918,0,36-70,4
2024.0,4.6172195829944584,9.552180126728263,3.0210584587060962,118.0,0,0,100.0,0,26,0,-0.4532164423511946,0,26-30,2
2023.0,5.0,10.8,1.4,132.0,0,0,150.0,0,29,0,1.74,0,26-30,2
2024.0,4.646600443948662,9.4,-0.8,119.0,0,0,119.0,0,22,0,-3.12,0,21-25,1
2024.0,4.002076517600081,7.6,2.6,113.0,0,0,123.0,0,18,0,0.32,0,16-20,0
2024.0,5.0,12.7,3.7,120.0,0,0,120.0,0,37,0,-1.7,0,36-70,4
2023.0,5.0,11.751115728538394,0.3907128015412305,144.0,1,0,132.0,0,34,0,1.7339741621063482,0,31-35,3
2024.0,4.434052176080956,9.4,-0.8,123.0,0,0,120.0,0,25,0,-3.12,0,26-30,2
2023.0,5.0,15.5,2.8,160.0,0,0,110.0,0,44,0,-4.06,0,36-70,4
2024.0,4.100562732083445,7.6,2.6,117.0,0,0,120.0,0,19,0,0.32,0,16-20,0
2024.0,4.0,10.084640959736914,0.2758643653008632,123.0,0,0,121.0,0,21,0,-0.7433178111990018,0,21-25,1
2022.0,5.0,7.6,2.6,134.0,0,0,154.0,0,24,0,0.32,0,21-25,1
2022.0,4.0,9.4,-0.8,100.0,0,0,133.0,0,34,0,-3.12,0,31-35,3
2022.0,5.0,12.7,3.7,120.0,0,0,120.0,0,50,0,-1.7,0,,-1
2024.0,4.0,15.446294665161066,1.032170896700679,113.0,0,0,133.0,0,50,0,-1.0879686174783911,0,,-1
2023.0,4.271577512700562,14.22358569030736,2.419791482219213,152.0,0,0,120.0,0,28,0,-2.484850426336741,0,26-30,2
2024.0,5.0,13.952827143946095,-0.28621900592710553,148.0,0,0,130.0,0,30,0,0.7507241668922507,0,31-35,3
2023.0,4.0,10.980691875059197,-0.6243675694378671,100.0,0,0,119.0,0,25,0,-1.746554393004121,0,26-30,2
2024.0,5.0,14.014293868406783,-0.2701842082417087,133.0,1,0,120.0,0,32,0,0.7050249934888698,0,31-35,3
2023.0,4.0,12.265853075317864,0.45222636215526907,106.0,0,0,120.0,0,50,0,0.6680874516506978,0,,-1
2023.0,4.0,9.167585525496783,2.0121554279387066,123.0,0,0,148.0,0,49,0,1.0156160769391973,0,36-70,4
2023.0,5.0,11.595028011567821,2.362402329792626,116.0,0,0,120.0,0,26,0,0.3005808632666811,0,26-30,2
2023.0,5.0,7.6,2.6,119.0,0,0,131.0,1,20,0,0.32,0,21-25,1
2024.0,5.0,12.7,3.7,100.0,1,0,100.0,1,51,0,-1.7,0,,-1
2024.0,4.0,16.2,0.3,134.0,0,0,150.0,0,28,0,-0.92,0,26-30,2
2024.0,4.0,8.197575648578866,1.4712459971288105,110.0,0,0,110.0,0,38,0,-0.8220334617284974,0,36-70,4
2023.0,4.399658002085753,15.920239398539971,1.299145005214384,161.0,1,0,120.0,0,44,0,-2.1749261265492663,0,36-70,4
2022.0,4.0,10.8,1.4,112.0,0,0,117.0,1,19,0,1.74,0,16-20,0
2022.0,5.0,12.467405219310645,0.4640505497009893,115.0,1,0,130.0,0,24,0,1.7450631871262365,0,21-25,1
2023.0,4.069153567718502,15.389354291650399,2.585623940072646,134.0,0,0,133.0,0,44,0,-3.7246051965652685,0,36-70,4
2024.0,4.387834269571094,15.771483988699766,1.830414326072264,107.0,0,0,137.0,0,27,0,-2.8422003935467632,0,26-30,2
2023.0,5.0,9.169407097143644,1.4,130.0,0,0,130.0,0,26,0,3.2590260200293426,0,26-30,2
2023.0,4.388768412861597,9.638659984437034,1.4,137.0,0,0,131.0,0,40,0,2.8218799092349736,0,36-70,4
2024.0,4.0,14.300304449432014,0.3999839763456835,147.0,0,0,133.0,0,46,0,0.4347828794840112,0,36-70,4
2023.0,5.0,7.6,2.6,111.0,0,0,131.0,1,38,0,0.32,0,36-70,4
2023.0,4.844019136301067,13.245933022946264,3.1696650634236274,136.0,0,0,150.0,0,28,0,-1.578334926314832,0,26-30,2
2023.0,4.583426215144091,13.982980382452453,0.4166852430288182,126.0,1,0,120.0,0,45,0,0.6610850430404868,0,36-70,4
2024.0,5.0,11.447957815132597,0.08744838655745868,153.0,0,0,150.0,0,28,0,0.23182429076701716,0,26-30,2
2022.0,4.839406304956691,9.253306129095279,1.2715250439653532,130.0,0,0,130.0,0,38,0,3.27071539438547,0,36-70,4
2023.0,5.0,7.6,2.6,118.0,1,0,140.0,0,52,0,0.32,0,,-1
2024.0,4.0,8.397046918703857,2.771912080504754,103.0,0,0,120.0,0,52,0,0.004306906709452052,0,,-1
2023.0,4.0,9.4,-0.8,130.0,0,0,131.0,0,41,0,-3.12,0,36-70,4
2024.0,4.757464445450718,10.339182446356364,1.4,118.0,0,0,100.0,0,39,0,2.1692879315522298,0,36-70,4
2022.0,5.0,11.941078669841376,2.781305758229035,158.0,0,0,131.0,0,28,0,-0.32595296013386066,0,26-30,2
2024.0,5.0,7.6,2.6,119.0,0,0,133.0,0,38,0,0.32,0,36-70,4
2023.0,4.520374903255542,9.265199690417735,1.9755501160933497,136.0,0,0,142.0,0,21,0,1.0589323626228695,0,21-25,1
2023.0,4.405858137243542,11.1,0.6,131.0,0,0,130.0,0,26,0,2.02,0,26-30,2
2023.0,5.0,15.542660032822969,2.6476427399179676,160.0,0,0,109.0,0,44,0,-3.868639281336967,0,36-70,4
2024.0,4.0,12.4,0.5,154.0,1,0,150.0,0,37,0,1.79,0,36-70,4
2022.0,5.0,12.4,0.5,151.0,1,0,133.0,0,25,0,1.79,0,26-30,2
2022.0,5.0,7.6,2.6,111.0,0,0,133.0,1,50,0,0.32,0,,-1
2022.0,4.173343052975281,10.718645283454382,0.7386744423802246,103.0,0,0,133.0,0,41,0,2.2782811489331687,0,36-70,4
2023.0,5.0,7.6,2.6,132.0,1,0,120.0,1,32,0,0.32,0,31-35,3
2024.0,5.0,15.622832545120804,0.33037723446732603,109.0,0,0,133.0,0,28,0,-0.508388472967732,0,26-30,2
2023.0,5.0,9.604662462966168,1.8482515763876874,139.0,1,0,120.0,0,32,0,1.2095689679412365,0,31-35,3
2023.0,4.557633466897581,9.01557290592774,2.0691601602770975,119.0,0,0,137.0,0,50,0,0.9481604770054346,0,,-1
2023.0,4.65005506047036,13.924807288353739,2.510187205599225,135.0,0,0,150.0,0,28,0,-1.427042947166881,0,26-30,2
2024.0,4.0,16.01364494602433,0.3498391423423297,161.0,0,0,120.0,0,46,0,-0.8931302015197873,0,36-70,4
2023.0,4.0,9.720598206087791,1.1889890327202823,119.0,0,0,120.0,0,35,0,3.1067345958654284,0,36-70,4
2022.0,4.079213150008371,10.925731069981584,0.6633705200066966,131.0,0,0,130.0,0,27,0,2.1380275935124726,0,26-30,2
2023.0,4.0,11.404166847546637,2.1313598680827703,121.0,0,0,125.0,0,19,0,0.6461400233892478,0,16-20,0
2022.0,4.0,12.096277868096752,0.6328784327076706,135.0,0,0,133.0,0,47,0,1.6969850971046305,0,36-70,4
2022.0,4.873613577594333,12.662084073278299,3.2955634483018654,150.0,0,0,140.0,0,36,0,-1.2589113858042218,0,36-70,4
2024.0,5.0,7.687583794591084,2.4345639435501747,128.0,0,0,145.0,0,21,0,0.1526176370037062,0,21-25,1
2024.0,4.0,7.6,2.6,100.0,0,0,133.0,0,28,0,0.32,0,26-30,2
2023.0,4.0,9.792558442488899,1.7777905840666635,116.0,0,0,120.0,1,19,0,1.2929478088544484,0,16-20,0
2022.0,5.0,8.70054851073714,2.8373732081982066,125.0,0,0,100.0,0,40,0,-0.11590352778216095,0,36-70,4
2023.0,5.0,15.99401328435402,1.0356668415927859,136.0,0,0,120.0,0,25,0,-1.843997553040539,0,26-30,2
2023.0,4.0,15.416658964361655,2.826788190026611,120.0,0,0,120.0,0,18,0,-3.9897554128191084,0,16-20,0
2022.0,4.638350577420431,8.749031039356778,0.42960803677053194,141.0,0,0,129.0,0,31,0,-1.8759259863262854,0,31-35,3
2022.0,4.0,7.6,2.6,126.0,0,0,149.0,0,55,0,0.32,0,,-1
2024.0,5.0,7.97626666729466,1.8892740728878643,128.0,0,0,120.0,0,31,0,-0.3990874086075726,0,31-35,3
2023.0,5.0,9.620638444282335,1.4,144.0,0,0,133.0,0,27,0,2.838668396642246,0,26-30,2
2023.0,5.0,7.961567902132596,2.266245013416065,125.0,0,0,110.0,0,34,0,1.2072320060022936,0,31-35,3
2024.0,4.127936924511783,10.180415239521878,-0.33942707175758063,148.0,0,0,150.0,0,26,0,-3.240260709041076,0,26-30,2
2023.0,4.558352315064114,13.184897498653786,0.9141875465705249,113.0,0,0,133.0,0,32,0,0.5652171580705424,0,31-35,3
2024.0,4.836530890760903,11.1,0.6,130.0,0,0,130.0,0,26,0,2.02,0,26-30,2
2024.0,5.0,8.9,1.4,120.0,0,0,120.0,0,46,0,3.51,0,36-70,4
2023.0,4.176232604200877,16.2,0.3,143.0,0,0,162.0,0,49,0,-0.92,0,36-70,4
2023.0,4.875118044558047,10.8,1.4,113.0,0,0,133.0,0,31,0,1.74,0,31-35,3
2024.0,5.0,7.6,2.6,134.0,1,0,135.0,1,49,0,0.32,0,36-70,4
2022.0,4.0,12.4,0.5,136.0,0,0,139.0,0,19,0,1.79,0,16-20,0
2024.0,4.0,12.4,0.5,128.0,1,0,120.0,0,26,0,1.79,0,26-30,2
2023.0,4.0,9.4,-0.8,130.0,0,0,100.0,0,38,0,-3.12,0,36-70,4
2024.0,4.114139969309632,16.2,0.3,113.0,1,0,133.0,0,50,0,-0.92,0,,-1
2024.0,4.0,7.6,2.6,107.0,0,0,100.0,0,39,0,0.32,0,36-70,4
2023.0,4.287326716508902,9.4,-0.8,110.0,0,0,110.0,0,41,0,-3.12,0,36-70,4
2023.0,4.520739910085463,13.9,-0.3,129.0,0,0,132.0,0,24,0,0.79,0,21-25,1
2023.0,4.036840972934933,15.396845275782187,2.83315687564144,103.0,0,0,140.0,0,32,0,-3.973055303873556,0,31-35,3
2024.0,4.310715328311447,11.297144525298316,1.1203562045196973,128.0,1,0,122.0,0,25,0,1.7555357664155724,0,26-30,2
