Режим подачи заявки,Порядок подачи заявки,Направление,Дневная/вечерняя форма обучения,Предыдущее образование,Предыдущее образование (оценка),Вступительный балл,Перемещенный,Образовательные специальные потребности,Пол,Возраст при зачислении,Получатель стипендии,Международный статус,Уровень безработицы,Уровень инфляции,ВВП
1,1,9773,1,1,140.0,135.8,1,0,0,19,1,0,10.8,1.4,1.74
1,2,9500,1,1,138.0,127.5,1,0,0,18,1,0,16.2,0.3,-0.92
39,1,9991,0,1,130.0,151.6,0,0,0,24,0,0,16.2,0.3,-0.92
39,1,9500,1,1,133.1,121.4,0,0,0,28,0,0,13.9,-0.3,0.79
42,1,9500,1,1,133.0,100.0,0,0,0,20,0,0,12.7,3.7,-1.7
1,6,9500,1,1,150.0,131.5,1,0,0,19,1,0,12.7,3.7,-1.7
17,1,9147,1,1,117.0,109.3,0,0,0,22,0,0,9.4,-0.8,-3.12
1,1,9238,1,1,145.0,127.9,1,0,0,19,0,0,12.7,3.7,-1.7
7,1,9238,1,3,140.0,140.0,1,0,0,36,0,0,16.2,0.3,-0.92
44,1,9003,1,39,160.0,160.0,0,0,0,19,1,0,15.5,2.8,-4.06
17,1,9238,1,1,125.0,119.8,0,0,0,18,0,0,16.2,0.3,-0.92
43,4,9991,0,12,133.1,153.0,0,0,0,40,0,0,7.6,2.6,0.32
1,2,9500,1,1,139.0,125.0,1,0,0,19,1,0,7.6,2.6,0.32
43,1,9500,1,1,130.0,103.7,0,0,0,38,0,0,10.8,1.4,1.74
7,1,9085,1,3,120.0,120.0,0,0,0,32,0,0,15.5,2.8,-4.06
1,1,9853,1,1,160.0,146.0,1,0,0,19,0,0,9.4,-0.8,-3.12
17,3,9070,1,1,120.0,116.9,1,0,0,19,0,0,8.9,1.4,3.51
39,1,9147,1,1,130.0,117.9,0,0,0,35,0,0,10.8,1.4,1.74
1,1,9147,1,1,124.0,128.6,1,0,0,20,0,0,7.6,2.6,0.32
17,1,9853,1,1,150.0,135.0,0,0,0,29,0,0,12.7,3.7,-1.7
1,1,9991,0,1,140.0,124.6,0,0,0,29,0,0,15.5,2.8,-4.06
1,5,9500,1,1,135.0,124.0,1,0,0,19,1,0,9.4,-0.8,-3.12
1,6,9500,1,1,143.0,129.5,1,0,0,18,1,0,10.8,1.4,1.74
39,1,8014,0,19,100.0,111.3,0,0,0,25,0,0,7.6,2.6,0.32
39,1,8014,0,19,133.1,95.0,0,0,0,50,0,0,8.9,1.4,3.51
1,1,9147,1,1,133.1,131.8,0,0,0,24,0,0,7.6,2.6,0.32
1,5,9119,1,1,132.0,119.1,0,0,0,18,0,0,9.4,-0.8,-3.12
17,1,9085,1,1,131.0,125.4,1,0,0,20,0,0,15.5,2.8,-4.06
16,1,9003,1,1,147.0,140.7,1,0,0,20,1,0,15.5,2.8,-4.06
43,1,9991,0,1,141.0,131.9,0,0,0,21,0,0,9.4,-0.8,-3.12
39,1,9238,1,1,160.0,124.0,0,0,1,28,0,0,10.8,1.4,1.74
1,1,9254,1,1,135.0,139.2,0,0,1,19,1,0,12.4,0.5,1.79
1,1,9500,1,1,133.0,121.8,0,0,1,18,1,0,9.4,-0.8,-3.12
17,1,171,1,1,142.0,132.9,0,0,1,22,0,0,12.7,3.7,-1.7
44,1,9003,1,39,130.0,130.0,0,0,1,25,0,0,15.5,2.8,-4.06
39,1,9500,1,1,133.1,130.1,0,0,1,37,0,0,11.1,0.6,2.02
39,1,9500,1,1,133.1,124.5,0,0,1,38,0,0,11.1,0.6,2.02
39,1,9670,1,1,130.0,162.3,0,0,1,36,0,0,13.9,-0.3,0.79
1,2,9500,1,1,149.0,137.8,1,0,1,18,0,0,12.7,3.7,-1.7
1,1,9670,1,1,130.0,119.5,0,0,1,19,0,0,9.4,-0.8,-3.12
39,1,9130,1,1,150.0,110.0,0,0,1,24,0,0,9.4,-0.8,-3.12
1,1,9238,1,1,106.0,105.0,0,0,1,20,0,0,11.1,0.6,2.02
1,1,171,1,1,162.0,142.8,1,0,1,21,0,0,12.7,3.7,-1.7
43,3,9991,0,1,120.0,128.2,1,0,1,32,0,0,7.6,2.6,0.32
39,1,9991,0,19,133.1,120.0,0,0,1,39,0,0,12.7,3.7,-1.7
7,1,9119,1,3,130.0,130.0,0,0,1,33,0,0,12.7,3.7,-1.7
17,2,9670,1,1,128.0,121.7,0,0,1,20,1,0,9.4,-0.8,-3.12
1,1,9003,1,1,124.0,116.0,0,0,1,19,0,0,16.2,0.3,-0.92
39,1,9991,0,1,133.1,133.2,0,0,1,43,0,0,13.9,-0.3,0.79
43,1,9991,0,1,114.0,116.7,0,0,1,49,0,0,16.2,0.3,-0.92
1,2,9773,1,1,140.0,126.4,1,0,1,18,1,0,12.7,3.7,-1.7
39,1,9003,1,1,160.0,140.0,0,0,1,27,0,0,11.1,0.6,2.02
1,1,9147,1,1,122.0,120.3,1,0,1,19,1,0,8.9,1.4,3.51
39,1,9070,1,1,140.0,118.0,0,0,1,45,1,0,16.2,0.3,-0.92
15,1,9670,1,1,160.0,149.5,1,0,1,19,0,0,13.9,-0.3,0.79
44,1,9003,1,39,130.0,130.0,0,0,1,21,1,0,13.9,-0.3,0.79
1,1,9670,1,1,141.0,126.3,0,0,1,18,1,0,13.9,-0.3,0.79
17,3,9147,1,1,127.0,116.2,0,0,1,18,0,0,9.4,-0.8,-3.12
17,1,9254,1,1,126.0,126.0,0,0,1,29,0,0,9.4,-0.8,-3.12
1,1,9670,1,1,131.0,122.3,0,0,1,19,0,0,9.4,-0.8,-3.12
1,1,9147,1,1,130.0,119.5,1,0,1,18,1,0,12.4,0.5,1.79
44,1,9070,1,39,130.0,131.8,0,0,1,22,1,0,12.4,0.5,1.79
17,6,9500,1,1,140.0,130.7,1,0,1,18,1,0,11.1,0.6,2.02
44,1,9130,1,39,140.0,140.0,0,0,1,20,0,0,13.9,-0.3,0.79
1,1,171,1,1,140.0,129.5,1,0,1,20,0,0,10.8,1.4,1.74
39,1,9670,1,19,133.1,130.0,0,0,1,29,1,0,11.1,0.6,2.02
39,1,9670,1,1,120.0,114.0,1,0,1,29,0,0,7.6,2.6,0.32
43,1,9773,1,1,121.0,121.0,1,0,1,23,0,0,9.4,-0.8,-3.12
17,1,171,1,1,123.0,116.4,1,0,1,19,0,0,10.8,1.4,1.74
1,1,9119,1,1,136.0,121.7,1,0,1,18,0,0,7.6,2.6,0.32
42,1,9254,1,1,136.0,130.0,1,0,1,22,0,0,7.6,2.6,0.32
43,1,9991,0,1,120.0,120.0,1,0,1,34,0,0,10.8,1.4,1.74
43,1,9991,0,4,160.0,125.0,0,0,1,26,0,0,13.9,-0.3,0.79
17,1,171,1,1,125.0,134.1,1,0,1,24,0,0,11.1,0.6,2.02
1,1,9670,1,1,146.0,149.5,1,0,1,17,1,0,11.1,0.6,2.02
43,4,9670,1,1,117.0,113.2,0,0,1,21,0,0,9.4,-0.8,-3.12
39,1,9991,0,1,150.0,146.0,0,0,1,34,0,0,12.7,3.7,-1.7
44,1,9003,1,39,140.0,140.0,1,0,1,19,0,0,12.4,0.5,1.79
39,1,9003,1,1,111.0,162.4,0,0,1,49,0,0,8.9,1.4,3.51
43,1,9500,1,1,120.0,136.6,0,0,1,23,0,0,13.9,-0.3,0.79
18,3,9119,1,1,111.0,111.0,1,0,1,18,0,0,12.4,0.5,1.79
1,1,9500,1,1,118.0,115.7,0,0,1,20,0,0,13.9,-0.3,0.79
1,3,9670,1,1,106.0,105.7,1,0,1,19,0,0,8.9,1.4,3.51
42,1,9003,1,39,120.0,128.2,1,0,1,24,0,0,16.2,0.3,-0.92
1,1,9147,1,1,151.0,137.0,1,0,1,18,0,0,8.9,1.4,3.51
39,1,9254,1,19,133.1,120.0,0,0,1,45,0,0,9.4,-0.8,-3.12
39,1,9991,0,1,120.0,120.5,1,0,1,30,0,0,7.6,2.6,0.32
51,1,9991,0,39,120.0,118.1,0,0,1,28,0,0,8.9,1.4,3.51
39,1,9991,0,1,110.0,139.0,0,0,1,40,0,0,12.7,3.7,-1.7
39,2,9147,1,19,133.1,116.3,0,0,1,32,0,0,10.8,1.4,1.74
17,5,9254,1,1,118.0,120.5,1,0,1,19,0,0,7.6,2.6,0.32
1,1,9070,1,1,139.0,134.9,1,0,1,20,0,0,16.2,0.3,-0.92
17,1,9119,1,1,130.0,123.0,0,0,1,18,0,0,9.4,-0.8,-3.12
17,1,9670,1,1,132.0,122.9,0,0,1,20,0,0,10.8,1.4,1.74
39,1,9991,0,1,100.0,140.0,0,0,1,39,0,0,15.5,2.8,-4.06
17,1,9085,1,1,120.0,122.5,0,0,1,19,0,0,11.1,0.6,2.02
39,1,9991,0,12,133.1,121.5,0,0,1,38,0,0,7.6,2.6,0.32
17,3,9500,1,1,156.0,132.3,1,0,1,18,1,0,7.6,2.6,0.32
17,4,9500,1,1,143.0,131.5,1,0,1,18,1,0,13.9,-0.3,0.79
43,1,9130,1,9,133.1,128.2,0,0,1,28,0,0,7.6,2.6,0.32
39,1,9670,1,1,140.0,148.0,1,0,1,31,0,0,12.7,3.7,-1.7
1,1,9500,1,1,127.0,121.5,0,0,1,23,0,0,7.6,2.6,0.32
1,1,9500,1,1,135.0,135.4,1,0,1,21,0,0,11.1,0.6,2.02
39,1,9238,1,19,133.1,139.0,0,0,1,33,0,0,16.2,0.3,-0.92
43,1,9147,1,1,120.0,113.4,0,0,1,22,0,0,12.7,3.7,-1.7
44,1,9119,1,39,150.0,150.0,1,0,1,20,0,0,12.4,0.5,1.79
17,1,9670,1,1,123.0,122.0,0,0,1,19,0,0,8.9,1.4,3.51
44,1,9085,1,39,150.0,150.0,1,0,1,20,0,0,16.2,0.3,-0.92
39,1,9254,1,12,133.1,119.3,1,0,1,25,0,0,9.4,-0.8,-3.12
39,1,9003,1,1,130.0,140.0,0,0,1,25,0,0,13.9,-0.3,0.79
1,4,9070,1,1,140.0,125.0,1,0,1,19,0,0,9.4,-0.8,-3.12
1,1,9670,1,1,141.0,140.7,1,0,1,20,0,0,7.6,2.6,0.32
39,1,9500,1,19,133.1,100.0,0,0,1,33,0,0,16.2,0.3,-0.92
17,5,9773,1,1,146.0,146.7,1,0,1,19,0,0,7.6,2.6,0.32
39,1,9130,1,19,133.1,96.0,0,0,1,31,0,0,7.6,2.6,0.32
44,1,9119,1,39,160.0,160.0,0,0,1,24,0,0,8.9,1.4,3.51
44,1,9119,1,39,130.0,130.0,0,0,1,23,0,0,15.5,2.8,-4.06
39,1,9991,0,1,160.0,130.0,0,0,1,26,1,0,9.4,-0.8,-3.12
43,1,9070,1,2,140.0,140.0,1,0,1,38,0,0,16.2,0.3,-0.92
1,6,9119,1,1,126.0,116.6,1,0,1,20,1,0,8.9,1.4,3.51
17,5,9119,1,1,118.0,120.5,1,0,1,20,0,0,12.4,0.5,1.79
39,1,9085,1,19,133.1,103.0,0,0,1,25,0,0,10.8,1.4,1.74
17,2,9070,1,1,121.0,111.9,1,0,1,19,0,0,8.9,1.4,3.51
17,1,9119,1,1,148.0,148.7,0,0,1,18,0,0,8.9,1.4,3.51
43,1,9991,0,12,133.1,120.0,0,0,1,28,0,0,10.8,1.4,1.74
1,2,9119,1,1,140.0,125.7,1,0,1,18,0,0,9.4,-0.8,-3.12
1,1,9254,1,1,132.0,120.1,1,0,1,20,1,0,8.9,1.4,3.51
1,1,9130,1,1,140.0,127.8,0,0,1,18,0,0,11.1,0.6,2.02
17,3,9147,1,1,112.0,106.4,1,0,1,19,0,0,12.4,0.5,1.79
42,1,9500,1,1,100.0,100.0,0,0,1,24,0,0,12.7,3.7,-1.7
17,4,9085,1,1,126.0,123.9,1,0,1,21,0,0,10.8,1.4,1.74
1,1,9670,1,1,150.0,139.5,0,0,1,20,1,0,12.7,3.7,-1.7
44,1,9003,1,39,150.0,150.0,1,0,1,21,0,0,13.9,-0.3,0.79
1,1,9556,1,1,144.0,139.8,0,0,1,24,0,0,10.8,1.4,1.74
39,1,9991,0,1,133.1,154.4,0,0,1,27,0,0,10.8,1.4,1.74
17,6,9147,1,1,120.0,115.5,1,0,1,19,0,0,8.9,1.4,3.51
39,1,8014,0,1,133.1,119.0,0,0,1,39,0,0,8.9,1.4,3.51
39,1,33,1,1,133.1,96.1,0,0,1,25,0,0,12.4,0.5,1.79
7,1,171,1,3,130.0,130.0,0,0,1,18,0,0,9.4,-0.8,-3.12
43,1,9070,1,1,133.0,128.8,0,0,1,19,0,0,10.8,1.4,1.74
18,1,9773,1,1,124.0,126.8,0,0,1,21,1,0,13.9,-0.3,0.79
7,1,9991,0,40,130.0,130.0,0,0,1,27,0,0,8.9,1.4,3.51
1,3,9147,1,1,124.0,116.7,1,0,1,19,0,0,7.6,2.6,0.32
17,3,9500,1,1,132.0,125.5,1,0,1,18,0,0,10.8,1.4,1.74
7,1,9670,1,3,110.0,110.0,1,0,1,27,0,0,9.4,-0.8,-3.12
1,3,9773,1,1,127.0,133.7,1,0,1,18,0,0,12.7,3.7,-1.7
1,1,9130,1,1,130.0,117.6,0,0,1,19,0,0,9.4,-0.8,-3.12
44,1,9003,1,39,140.0,140.0,0,0,1,19,0,0,13.9,-0.3,0.79
44,1,9003,1,39,150.0,150.0,0,0,1,22,0,0,15.5,2.8,-4.06
16,2,9238,1,1,133.0,133.7,1,0,0,18,0,0,10.8,1.4,1.74
16,4,9773,1,1,109.0,137.0,1,0,0,18,1,0,10.8,1.4,1.74
43,1,9147,1,1,133.1,128.2,0,0,0,23,0,0,9.4,-0.8,-3.12
18,4,171,1,1,133.0,129.2,1,0,1,20,0,0,9.4,-0.8,-3.12
17,3,9773,1,1,134.0,129.5,1,0,1,18,0,0,16.2,0.3,-0.92
1,4,9773,1,1,125.0,129.6,1,0,1,18,0,0,12.4,0.5,1.79
17,3,9119,1,1,135.0,121.7,1,0,1,18,0,0,8.9,1.4,3.51
17,2,9773,1,1,132.0,141.8,1,0,1,20,0,0,12.7,3.7,-1.7
1,3,9773,1,1,135.0,129.8,1,0,1,20,0,0,15.5,2.8,-4.06
44,1,9070,1,39,100.0,106.0,0,0,1,21,0,0,12.4,0.5,1.79
43,1,171,1,1,144.0,121.6,0,0,1,22,0,0,13.9,-0.3,0.79
17,1,9119,1,1,125.0,121.5,1,0,1,20,0,0,11.1,0.6,2.02
1,1,171,1,1,133.1,117.0,0,0,1,19,0,0,15.5,2.8,-4.06
44,1,9119,1,39,130.0,130.0,1,0,1,19,0,0,12.4,0.5,1.79
17,1,9670,1,1,117.0,117.7,1,0,1,20,0,0,8.9,1.4,3.51
44,1,9085,1,39,140.0,140.0,1,0,1,19,0,0,12.4,0.5,1.79
1,1,9119,1,1,132.0,133.1,1,0,1,19,0,0,11.1,0.6,2.02
15,1,9119,1,1,133.1,100.0,0,0,1,24,0,1,8.9,1.4,3.51
17,1,9670,1,1,132.0,119.1,0,0,1,18,0,0,10.8,1.4,1.74
1,1,9119,1,1,148.0,129.8,0,0,1,18,1,0,8.9,1.4,3.51
1,1,9238,1,1,133.0,131.3,1,0,0,18,0,0,8.9,1.4,3.51
17,5,9773,1,1,143.0,136.7,1,0,0,18,0,0,8.9,1.4,3.51
17,1,9238,1,1,143.0,126.2,1,0,0,21,1,0,12.4,0.5,1.79
15,1,9085,1,1,133.1,109.6,0,0,0,18,0,1,11.1,0.6,2.02
1,1,9500,1,1,141.0,131.9,1,0,0,18,1,0,11.1,0.6,2.02
1,2,9238,1,1,140.0,140.7,1,0,0,18,1,0,10.8,1.4,1.74
18,6,8014,0,1,134.0,120.7,1,0,0,23,0,0,13.9,-0.3,0.79
1,2,9147,1,1,118.0,113.8,1,0,0,21,0,0,8.9,1.4,3.51
1,1,9238,1,1,135.0,121.0,0,0,0,20,0,0,9.4,-0.8,-3.12
17,1,8014,0,1,119.0,112.4,1,0,0,26,0,0,7.6,2.6,0.32
1,6,9773,1,1,145.0,131.0,1,0,0,18,1,0,7.6,2.6,0.32
1,1,171,1,1,143.0,142.7,1,0,0,18,0,0,16.2,0.3,-0.92
1,1,9670,1,1,123.0,125.5,0,0,0,19,1,0,8.9,1.4,3.51
1,3,9500,1,1,108.0,107.8,1,0,0,20,1,0,13.9,-0.3,0.79
1,3,9773,1,1,117.0,110.4,1,0,0,19,0,0,16.2,0.3,-0.92
44,1,9238,1,39,140.0,136.1,1,0,0,21,0,0,12.4,0.5,1.79
39,1,9254,1,1,170.0,138.3,0,0,0,33,0,0,10.8,1.4,1.74
1,2,9085,1,1,157.0,142.3,0,0,0,18,0,0,7.6,2.6,0.32
42,1,9500,1,6,141.0,145.0,0,0,0,21,0,0,7.6,2.6,0.32
1,1,9773,1,1,125.0,125.7,1,0,0,19,0,0,8.9,1.4,3.51
39,1,9853,1,19,133.1,108.0,0,0,0,33,0,0,8.9,1.4,3.51
1,4,9500,1,1,143.0,128.7,1,0,0,18,0,0,15.5,2.8,-4.06
1,1,9670,1,1,142.0,128.0,0,0,0,18,1,0,11.1,0.6,2.02
1,3,9773,1,1,150.0,146.5,1,0,0,20,1,0,11.1,0.6,2.02
1,2,9254,1,1,112.0,106.1,1,0,0,20,0,0,11.1,0.6,2.02
17,2,8014,0,1,133.1,118.0,0,0,0,20,1,0,10.8,1.4,1.74
17,1,9085,1,1,125.0,117.0,1,0,0,19,1,0,10.8,1.4,1.74
1,3,9238,1,1,121.0,115.4,1,0,0,19,1,0,13.9,-0.3,0.79
17,3,9238,1,1,133.1,117.0,1,0,0,21,0,0,11.1,0.6,2.02
39,1,9085,1,1,133.1,144.9,1,0,0,26,0,0,12.4,0.5,1.79
17,1,9238,1,1,135.0,127.0,0,0,0,21,0,0,16.2,0.3,-0.92
1,4,9500,1,1,132.0,118.0,1,0,0,18,0,0,12.7,3.7,-1.7
39,1,9853,1,19,133.1,118.0,0,0,0,27,0,0,12.4,0.5,1.79
43,1,9070,1,1,135.0,126.4,1,0,0,20,1,0,15.5,2.8,-4.06
43,1,9670,1,39,110.0,110.0,0,0,0,21,0,0,16.2,0.3,-0.92
17,1,9556,1,1,133.0,124.4,1,0,0,18,1,0,15.5,2.8,-4.06
44,1,9085,1,39,140.0,140.0,1,0,0,20,0,0,16.2,0.3,-0.92
1,1,9773,1,1,135.0,129.4,1,0,0,18,0,0,11.1,0.6,2.02
44,1,9238,1,39,140.0,141.7,0,0,0,20,1,0,13.9,-0.3,0.79
1,2,9085,1,1,144.0,132.1,1,0,0,19,1,0,12.7,3.7,-1.7
1,5,9500,1,1,122.0,116.8,1,0,0,20,0,0,13.9,-0.3,0.79
1,1,9991,0,1,143.0,135.0,0,0,0,20,1,0,10.8,1.4,1.74
44,1,9085,1,39,150.0,150.0,0,0,0,20,0,0,12.7,3.7,-1.7
1,3,9238,1,1,124.0,116.0,1,0,0,19,0,0,13.9,-0.3,0.79
1,1,9773,1,1,156.0,155.0,0,0,0,18,0,0,8.9,1.4,3.51
1,1,9085,1,1,142.0,127.0,1,0,0,18,0,0,10.8,1.4,1.74
17,1,9500,1,1,142.0,130.8,1,0,0,19,1,0,13.9,-0.3,0.79
1,6,9500,1,1,126.0,121.8,1,0,0,19,0,0,12.4,0.5,1.79
39,1,9003,1,19,133.1,140.0,0,0,1,43,0,0,16.2,0.3,-0.92
42,1,9070,1,1,170.0,148.5,0,0,1,47,0,0,9.4,-0.8,-3.12
42,1,9147,1,1,130.0,109.8,1,0,1,23,0,0,7.6,2.6,0.32
1,1,9238,1,1,133.0,119.7,1,0,0,19,1,1,8.9,1.4,3.51
42,1,9500,1,1,122.0,122.0,1,0,0,20,0,0,12.7,3.7,-1.7
1,1,171,1,1,138.0,147.5,1,0,0,19,1,0,8.9,1.4,3.51
17,1,9085,1,1,163.0,150.8,1,0,0,19,0,1,15.5,2.8,-4.06
44,1,9085,1,39,150.0,150.0,1,0,0,19,0,0,13.9,-0.3,0.79
39,1,8014,0,19,133.1,131.5,0,0,0,39,1,0,11.1,0.6,2.02
1,1,9070,1,1,144.0,127.2,1,0,0,20,1,0,10.8,1.4,1.74
17,1,9070,1,1,118.0,111.0,1,0,0,21,0,0,7.6,2.6,0.32
43,5,9238,1,1,101.0,119.9,1,0,0,22,0,1,9.4,-0.8,-3.12
1,2,9773,1,1,133.0,133.7,1,0,0,19,0,0,7.6,2.6,0.32
17,1,9670,1,1,133.1,140.0,1,0,0,22,0,0,13.9,-0.3,0.79
5,2,9853,1,1,124.0,113.9,1,0,0,19,1,0,12.7,3.7,-1.7
1,1,171,1,1,127.0,120.7,1,0,1,18,0,0,7.6,2.6,0.32
39,1,9147,1,1,133.1,119.8,0,0,1,26,0,0,11.1,0.6,2.02
39,1,9991,0,1,110.0,121.8,0,0,1,36,0,0,12.7,3.7,-1.7
18,1,171,1,1,110.0,117.7,1,0,1,20,1,0,12.4,0.5,1.79
39,1,9147,1,1,160.0,110.0,0,0,1,30,0,0,15.5,2.8,-4.06
43,1,9003,1,1,120.0,134.4,0,0,1,24,0,0,15.5,2.8,-4.06
1,1,9147,1,1,133.1,125.3,0,0,1,26,0,0,7.6,2.6,0.32
1,1,9147,1,1,132.0,119.1,0,0,1,19,0,0,13.9,-0.3,0.79
39,1,9238,1,1,130.0,146.0,0,0,1,34,0,0,12.4,0.5,1.79
43,1,9130,1,1,130.0,130.0,1,0,1,33,0,0,9.4,-0.8,-3.12
17,6,9147,1,1,129.0,122.0,1,0,1,19,0,0,9.4,-0.8,-3.12
17,5,9119,1,1,130.0,118.1,1,0,1,26,0,0,8.9,1.4,3.51
39,1,9670,1,1,140.0,105.2,0,0,1,29,0,0,16.2,0.3,-0.92
17,5,9119,1,1,131.0,123.3,1,0,1,19,1,0,8.9,1.4,3.51
17,1,171,1,1,129.0,124.8,1,0,1,18,0,0,12.7,3.7,-1.7
39,1,9991,0,19,133.1,149.4,0,0,1,29,0,0,11.1,0.6,2.02
43,1,9254,1,1,112.0,108.5,0,0,1,21,0,0,9.4,-0.8,-3.12
17,1,9254,1,1,119.0,125.0,0,0,1,19,0,0,10.8,1.4,1.74
1,1,9500,1,1,133.1,101.0,0,0,1,20,0,0,15.5,2.8,-4.06
1,1,9085,1,1,123.0,112.9,0,0,1,18,0,0,7.6,2.6,0.32
17,3,9070,1,1,131.0,120.2,1,0,1,18,0,0,15.5,2.8,-4.06
1,1,9147,1,1,120.0,111.6,0,0,1,21,1,0,10.8,1.4,1.74
1,1,9147,1,1,125.0,134.1,1,0,1,20,0,0,8.9,1.4,3.51
39,1,9119,1,1,133.1,101.6,0,0,1,30,1,0,12.7,3.7,-1.7
18,2,9670,1,1,121.0,111.9,1,0,1,19,0,0,13.9,-0.3,0.79
51,1,9147,1,1,148.0,118.4,1,0,1,30,0,0,8.9,1.4,3.51
1,1,9147,1,1,139.0,127.1,1,0,1,22,1,0,12.7,3.7,-1.7
17,3,171,1,1,125.0,120.5,1,0,1,22,0,0,12.4,0.5,1.79
17,4,9070,1,1,128.0,136.1,1,0,1,19,0,0,11.1,0.6,2.02
17,2,9670,1,1,132.0,124.0,1,0,1,21,0,0,7.6,2.6,0.32
17,4,9085,1,1,137.0,141.6,0,0,1,21,0,0,7.6,2.6,0.32
44,1,171,1,39,160.0,160.0,1,0,1,21,1,0,15.5,2.8,-4.06
39,1,9147,1,1,120.0,110.0,0,0,1,27,0,0,15.5,2.8,-4.06
43,1,33,1,1,134.0,100.0,1,0,1,32,0,0,13.9,-0.3,0.79
39,1,9670,1,12,133.1,120.0,0,0,1,40,0,0,15.5,2.8,-4.06
1,2,9147,1,1,116.0,124.8,1,0,1,20,0,0,7.6,2.6,0.32
44,1,9130,1,39,140.0,140.0,1,0,1,20,0,0,12.7,3.7,-1.7
1,3,171,1,1,140.0,124.3,1,0,1,18,0,0,7.6,2.6,0.32
43,1,9147,1,1,122.0,118.9,0,0,1,21,0,0,12.7,3.7,-1.7
17,1,9670,1,1,141.0,130.2,0,0,1,18,0,0,12.7,3.7,-1.7
44,1,9003,1,1,120.0,120.0,0,0,1,19,0,0,16.2,0.3,-0.92
7,1,9070,1,3,140.0,140.0,0,0,1,30,0,0,15.5,2.8,-4.06
39,1,9003,1,12,133.1,130.0,0,0,1,29,0,0,15.5,2.8,-4.06
17,2,9119,1,1,137.0,130.4,1,0,1,18,0,0,7.6,2.6,0.32
1,2,9670,1,1,122.0,116.1,1,0,1,18,1,0,9.4,-0.8,-3.12
44,1,9003,1,39,130.0,130.0,0,0,1,22,0,0,15.5,2.8,-4.06
43,2,9991,0,1,140.0,124.3,1,0,1,27,0,0,12.7,3.7,-1.7
17,6,9670,1,1,125.0,125.0,1,0,1,20,0,0,10.8,1.4,1.74
51,1,8014,0,2,110.0,110.0,0,0,1,42,0,0,11.1,0.6,2.02
1,1,9003,1,1,133.1,115.0,0,0,1,21,0,0,15.5,2.8,-4.06
43,1,9500,1,1,132.0,129.6,0,1,1,23,0,0,16.2,0.3,-0.92
51,1,9070,1,1,122.0,128.8,1,0,1,21,0,0,8.9,1.4,3.51
1,3,171,1,1,155.0,144.2,1,0,1,19,0,0,12.7,3.7,-1.7
39,1,9238,1,1,120.0,134.0,0,0,1,40,1,0,8.9,1.4,3.51
43,1,9147,1,1,129.0,112.0,0,0,1,22,0,0,12.7,3.7,-1.7
1,2,9500,1,1,144.0,128.8,1,0,1,19,0,0,7.6,2.6,0.32
39,1,9119,1,1,130.0,134.0,0,0,1,24,1,0,12.7,3.7,-1.7
1,1,9254,1,1,133.1,125.0,0,0,1,21,0,0,12.7,3.7,-1.7
17,4,9119,1,1,133.0,123.2,1,0,1,18,0,0,8.9,1.4,3.51
17,3,9119,1,1,131.0,118.4,0,0,1,18,0,0,7.6,2.6,0.32
51,1,9670,1,1,133.1,116.2,0,0,1,24,0,0,11.1,0.6,2.02
39,1,9119,1,1,133.1,123.0,0,0,1,28,1,0,9.4,-0.8,-3.12
17,1,9670,1,1,118.0,113.5,1,0,0,19,1,0,12.4,0.5,1.79
51,1,9085,1,40,120.0,125.0,0,0,0,28,0,0,11.1,0.6,2.02
17,3,9853,1,1,133.1,134.8,1,0,0,18,0,0,7.6,2.6,0.32
1,1,171,1,1,145.0,149.9,1,0,0,19,0,0,16.2,0.3,-0.92
1,1,9500,1,1,125.0,119.8,1,0,0,19,1,0,9.4,-0.8,-3.12
43,1,9130,1,1,125.0,125.0,1,0,0,21,0,0,10.8,1.4,1.74
1,3,9500,1,1,148.0,135.1,1,0,0,18,0,0,13.9,-0.3,0.79
1,4,9070,1,1,139.0,138.3,1,0,0,19,0,0,9.4,-0.8,-3.12
17,2,9500,1,1,130.0,122.5,1,0,0,19,0,0,10.8,1.4,1.74
1,1,9070,1,1,148.0,148.0,1,0,0,20,0,0,15.5,2.8,-4.06
1,2,9773,1,1,130.0,126.2,1,0,0,18,0,0,12.7,3.7,-1.7
43,4,9500,1,6,134.0,129.8,1,0,0,20,0,0,7.6,2.6,0.32
39,1,9085,1,19,133.1,104.0,0,0,0,26,0,0,10.8,1.4,1.74
18,4,9500,1,1,137.0,126.7,1,0,0,18,0,0,13.9,-0.3,0.79
39,1,8014,0,1,130.0,120.0,0,0,0,58,0,0,9.4,-0.8,-3.12
1,2,9500,1,1,137.0,124.6,0,0,0,18,0,0,15.5,2.8,-4.06
44,1,9085,1,1,130.0,130.0,1,0,0,20,0,0,12.4,0.5,1.79
17,1,9991,0,1,140.0,127.3,0,0,0,20,0,0,11.1,0.6,2.02
2,1,9147,1,1,150.0,122.0,1,0,0,29,0,0,9.4,-0.8,-3.12
7,1,9238,1,3,130.0,125.1,0,0,0,27,0,0,16.2,0.3,-0.92
1,1,9085,1,1,133.1,110.0,1,0,0,21,1,0,11.1,0.6,2.02
1,1,9238,1,1,134.0,129.8,0,0,0,20,1,0,15.5,2.8,-4.06
17,1,9238,1,1,125.0,114.9,0,0,0,19,1,0,11.1,0.6,2.02
1,1,9500,1,1,141.0,125.6,1,0,0,22,1,0,11.1,0.6,2.02
